log10_target,solved,evaluations,fid,iid,rep,dim,param_id
2.0,True,19,11,101,1,2,L-BFGS-B
1.8,True,19,11,101,1,2,L-BFGS-B
1.6,True,22,11,101,1,2,L-BFGS-B
1.4,True,22,11,101,1,2,L-BFGS-B
1.2,True,22,11,101,1,2,L-BFGS-B
1.0,True,22,11,101,1,2,L-BFGS-B
0.8,True,22,11,101,1,2,L-BFGS-B
0.6,True,22,11,101,1,2,L-BFGS-B
0.4,True,25,11,101,1,2,L-BFGS-B
0.2,True,25,11,101,1,2,L-BFGS-B
0.0,True,28,11,101,1,2,L-BFGS-B
-0.2,True,28,11,101,1,2,L-BFGS-B
-0.4,True,28,11,101,1,2,L-BFGS-B
-0.6,True,28,11,101,1,2,L-BFGS-B
-0.8,True,28,11,101,1,2,L-BFGS-B
-1.0,True,34,11,101,1,2,L-BFGS-B
-1.2,True,34,11,101,1,2,L-BFGS-B
-1.4,True,34,11,101,1,2,L-BFGS-B
-1.6,True,34,11,101,1,2,L-BFGS-B
-1.8,True,34,11,101,1,2,L-BFGS-B
-2.0,True,34,11,101,1,2,L-BFGS-B
-2.2,True,34,11,101,1,2,L-BFGS-B
-2.4,True,34,11,101,1,2,L-BFGS-B
-2.6,True,34,11,101,1,2,L-BFGS-B
-2.8,True,34,11,101,1,2,L-BFGS-B
-3.0,True,34,11,101,1,2,L-BFGS-B
-3.2,True,37,11,101,1,2,L-BFGS-B
-3.4,True,37,11,101,1,2,L-BFGS-B
-3.6,True,37,11,101,1,2,L-BFGS-B
-3.8,True,40,11,101,1,2,L-BFGS-B
-4.0,True,40,11,101,1,2,L-BFGS-B
-4.2,True,43,11,101,1,2,L-BFGS-B
-4.4,False,51,11,101,1,2,L-BFGS-B
-4.6,False,51,11,101,1,2,L-BFGS-B
-4.8,False,51,11,101,1,2,L-BFGS-B
-5.0,False,51,11,101,1,2,L-BFGS-B
-5.2,False,51,11,101,1,2,L-BFGS-B
-5.4,False,51,11,101,1,2,L-BFGS-B
-5.6,False,51,11,101,1,2,L-BFGS-B
-5.8,False,51,11,101,1,2,L-BFGS-B
-6.0,False,51,11,101,1,2,L-BFGS-B
-6.2,False,51,11,101,1,2,L-BFGS-B
-6.4,False,51,11,101,1,2,L-BFGS-B
-6.6,False,51,11,101,1,2,L-BFGS-B
-6.8,False,51,11,101,1,2,L-BFGS-B
-7.0,False,51,11,101,1,2,L-BFGS-B
-7.2,False,51,11,101,1,2,L-BFGS-B
-7.4,False,51,11,101,1,2,L-BFGS-B
-7.6,False,51,11,101,1,2,L-BFGS-B
-7.8,False,51,11,101,1,2,L-BFGS-B
-8.0,False,51,11,101,1,2,L-BFGS-B
2.0,True,10,11,102,1,2,L-BFGS-B
1.8,True,10,11,102,1,2,L-BFGS-B
1.6,True,10,11,102,1,2,L-BFGS-B
1.4,True,16,11,102,1,2,L-BFGS-B
1.2,True,16,11,102,1,2,L-BFGS-B
1.0,True,19,11,102,1,2,L-BFGS-B
0.8,True,61,11,102,1,2,L-BFGS-B
0.6,True,73,11,102,1,2,L-BFGS-B
0.4,True,73,11,102,1,2,L-BFGS-B
0.2,True,73,11,102,1,2,L-BFGS-B
0.0,True,73,11,102,1,2,L-BFGS-B
-0.2,True,73,11,102,1,2,L-BFGS-B
-0.4,True,73,11,102,1,2,L-BFGS-B
-0.6,True,76,11,102,1,2,L-BFGS-B
-0.8,True,76,11,102,1,2,L-BFGS-B
-1.0,True,79,11,102,1,2,L-BFGS-B
-1.2,True,79,11,102,1,2,L-BFGS-B
-1.4,True,82,11,102,1,2,L-BFGS-B
-1.6,True,82,11,102,1,2,L-BFGS-B
-1.8,True,85,11,102,1,2,L-BFGS-B
-2.0,True,85,11,102,1,2,L-BFGS-B
-2.2,True,85,11,102,1,2,L-BFGS-B
-2.4,True,85,11,102,1,2,L-BFGS-B
-2.6,True,85,11,102,1,2,L-BFGS-B
-2.8,True,85,11,102,1,2,L-BFGS-B
-3.0,True,85,11,102,1,2,L-BFGS-B
-3.2,True,85,11,102,1,2,L-BFGS-B
-3.4,True,85,11,102,1,2,L-BFGS-B
-3.6,True,85,11,102,1,2,L-BFGS-B
-3.8,True,85,11,102,1,2,L-BFGS-B
-4.0,True,85,11,102,1,2,L-BFGS-B
-4.2,True,88,11,102,1,2,L-BFGS-B
-4.4,True,88,11,102,1,2,L-BFGS-B
-4.6,True,88,11,102,1,2,L-BFGS-B
-4.8,True,88,11,102,1,2,L-BFGS-B
-5.0,True,94,11,102,1,2,L-BFGS-B
-5.2,False,102,11,102,1,2,L-BFGS-B
-5.4,False,102,11,102,1,2,L-BFGS-B
-5.6,False,102,11,102,1,2,L-BFGS-B
-5.8,False,102,11,102,1,2,L-BFGS-B
-6.0,False,102,11,102,1,2,L-BFGS-B
-6.2,False,102,11,102,1,2,L-BFGS-B
-6.4,False,102,11,102,1,2,L-BFGS-B
-6.6,False,102,11,102,1,2,L-BFGS-B
-6.8,False,102,11,102,1,2,L-BFGS-B
-7.0,False,102,11,102,1,2,L-BFGS-B
-7.2,False,102,11,102,1,2,L-BFGS-B
-7.4,False,102,11,102,1,2,L-BFGS-B
-7.6,False,102,11,102,1,2,L-BFGS-B
-7.8,False,102,11,102,1,2,L-BFGS-B
-8.0,False,102,11,102,1,2,L-BFGS-B
2.0,True,13,11,103,1,2,L-BFGS-B
1.8,True,13,11,103,1,2,L-BFGS-B
1.6,True,13,11,103,1,2,L-BFGS-B
1.4,True,13,11,103,1,2,L-BFGS-B
1.2,True,13,11,103,1,2,L-BFGS-B
1.0,True,16,11,103,1,2,L-BFGS-B
0.8,True,16,11,103,1,2,L-BFGS-B
0.6,True,16,11,103,1,2,L-BFGS-B
0.4,True,16,11,103,1,2,L-BFGS-B
0.2,True,19,11,103,1,2,L-BFGS-B
0.0,True,19,11,103,1,2,L-BFGS-B
-0.2,True,25,11,103,1,2,L-BFGS-B
-0.4,True,25,11,103,1,2,L-BFGS-B
-0.6,True,25,11,103,1,2,L-BFGS-B
-0.8,True,25,11,103,1,2,L-BFGS-B
-1.0,False,42,11,103,1,2,L-BFGS-B
-1.2,False,42,11,103,1,2,L-BFGS-B
-1.4,False,42,11,103,1,2,L-BFGS-B
-1.6,False,42,11,103,1,2,L-BFGS-B
-1.8,False,42,11,103,1,2,L-BFGS-B
